Ending,Word
arikoi,marikoi
ariku,bariku
utista,absolutista
utitz,eskutitz
uto,auto
utobus,autobus
utokar,autokar
utre,putre
aril,garil
utsik,hutsik
uttun,kuttun
arina,mandarina
utun,kutun
utxa,dutxa
utza,arrautza
uve,uve
uvea,uvea
uvek,uvek
uveren,uveren
uza,gauza
uzar,saguzar
uzio,prepuzio
uzki,eguzki
uztail,uztail
uztu,abuztu
uzu,ingelesez hitz egiten al duzu
uña,iruña
vakia,eslovakia
vakiar,eslovakiar
vakiera,eslovakiera
vea,uvea
vegia,norvegia
vegiera,norvegiera
vek,uvek
velling,travelling
venia,eslovenia
veniar,esloveniar
veniera,esloveniera
veren,uveren
arino,san marino
ario,dromedario
vietnam,vietnam
wboy,cowboy
xaboi,xaboi
xada,fatxada
arismo,militarismo
xakurra,txakurra
xar,txatxar
xaro,txaro
xarro,txarro
xatxar,txatxar
xe-katu,etxe-katu
xekiera,txekiera
xen,ixen
xerri,txerri
xerria,txerria
xerriki,txerriki
xez,ixez
xia,ataraxia
xigeno,oxigeno
xiko,mexiko
xikoria,txikoria
ximino,tximino
xina,txina
xintxa,urtxintxa
xipiroi,txipiroi
xirula,txirula
xista,marxista
xoin,altxoin
xori,txori
xual,homosexual
xuali,homosexuali
xuri,baratxuri
yarda,yarda
yleft,copyleft
ypass,bypass
yright,copyright
aritz,haritz
zagon,zagon
zahar,zahar
zail,zail
ariza,militariza
arizki,harizki
zaindia,euskaltzaindia
zakil,zakil
zakur,zakur
zal,azal
zaldi,zaldi
arke,parke
zama,zama
arki,lizarki
zapata,zapata
zapatu,zapatu
arking,parking
zara,antzara
zarbe,galtzarbe
zare,zizare
zari,nekazari
zarki,lizarki
zaro,azaro
zate,bezate
zaten,nazaten
armenia,armenia
zea,zea
zean,zean
zeba,izeba
zebra,zebra
zeek,zeek
zeen,zeen
zegun,ortzegun
zeil,zezeil
zein,zein
zek,zek
arnaut,arnaut
zelari,atzelari
zemendi,zemendi
arne,barne
zenkari,zezenkari
arnen,barnen
arnio,eldarnio
aroko,maroko
zerik,zerik
zerk,zerk
zero,zero
zerri,zerri
zeru,zeru
zeta,zeta
zeu,zeu
zeure,zeure
zezeil,zezeil
zezen,zezen
zezko,haritzezko
zgai,apaizgai
arokon,marokon
zial,sozial
zian,zian
arpoi,arpoi
zibil,zibil
zido,azido
ziek,ziek
arrano,arrano
zienda,azienda
ziera,kroaziera
zikoina,zikoina
arratoi,arratoi
zilar,zilar
zilarra,zilarra
ziliera,siziliera
arrena,barrena
zional,internazional
zipre,zipre
zirale,ortzirale
zistan,kirgizistan
zizare,zizare
arritze,miarritze
zkena,asteazkena
zker,ezker
arroin,karroin
zkilari,argazkilari
zkin,hegazkin
arrondo,sagarrondo
zkora,aizkora
arropa,arropa
zomorro,zomorro
zon,gizon
zor,zor
zori,zori
zorro,zorro
arrosa,arrosa
zotz,izotz
zotza,izotza
zotzil,izotzil
zozo,zozo
zpain,ezpain
zpata,ezpata
zpeko,kokozpeko
arroz,arroz
ztail,uztail
arrubi,marrubi
ztegi,hiztegi
ztelera,gaztelera
zten,eguazten
zto,amesgaizto
ztor,liztor
artago,kartago
ztun,ugaztun
ztuna,ugaztuna
zuan,zuan
zubi,zubi
zuek,zuek
zuetan,batzuetan
zuhaitz,zuhaitz
zukre,azukre
zulo,zulo
artalde,artalde
zurde,izurde
zurdea,izurdea
zuri,zuri
zuria,etxe zuria
zurra,zurra
zurran,zurran
zurren,zurren
zurrun,giltzurrun
zut,zut
,ghanan
